지역코드,지역명,시간,기간,습도
19,대관,8,3월,0.76
19,대관,9,3월,0.71
19,대관,10,3월,0.66
19,대관,11,3월,0.61
19,대관,12,3월,0.58
19,대관,13,3월,0.57
19,대관,14,3월,0.57
19,대관,15,3월,0.59
19,대관,16,3월,0.6
19,대관,17,3월,0.62
19,대관,18,3월,0.64
19,대관,19,3월,0.65
19,대관,20,3월,0.67
19,대관,21,3월,0.7
19,대관,22,3월,0.71
19,대관,23,3월,0.7
19,대관,24,3월,0.71
19,대관,1,4월,0.72
19,대관,2,4월,0.72
19,대관,3,4월,0.74
19,대관,4,4월,0.75
19,대관,5,4월,0.76
19,대관,6,4월,0.77
19,대관,7,4월,0.74
19,대관,8,4월,0.7
19,대관,9,4월,0.62
19,대관,10,4월,0.56
19,대관,11,4월,0.52
19,대관,12,4월,0.5
19,대관,13,4월,0.5
19,대관,14,4월,0.48
19,대관,15,4월,0.46
19,대관,16,4월,0.49
19,대관,17,4월,0.54
19,대관,18,4월,0.54
19,대관,19,4월,0.57
19,대관,20,4월,0.61
19,대관,21,4월,0.65
19,대관,22,4월,0.68
19,대관,23,4월,0.7
19,대관,24,4월,0.72
19,대관,1,5월,0.81
19,대관,2,5월,0.82
19,대관,3,5월,0.83
19,대관,4,5월,0.84
19,대관,5,5월,0.83
19,대관,6,5월,0.84
19,대관,7,5월,0.82
19,대관,8,5월,0.75
19,대관,9,5월,0.65
19,대관,10,5월,0.58
19,대관,11,5월,0.55
19,대관,12,5월,0.51
19,대관,13,5월,0.5
19,대관,14,5월,0.5
19,대관,15,5월,0.49
19,대관,16,5월,0.52
19,대관,17,5월,0.54
19,대관,18,5월,0.56
19,대관,19,5월,0.61
19,대관,20,5월,0.67
19,대관,21,5월,0.72
19,대관,22,5월,0.75
19,대관,23,5월,0.78
19,대관,24,5월,0.79
19,대관,1,6월,0.83
19,대관,2,6월,0.84
19,대관,3,6월,0.84
19,대관,4,6월,0.84
19,대관,5,6월,0.85
19,대관,6,6월,0.85
19,대관,7,6월,0.83
19,대관,8,6월,0.79
19,대관,9,6월,0.72
19,대관,10,6월,0.67
19,대관,11,6월,0.63
19,대관,12,6월,0.62
19,대관,13,6월,0.63
19,대관,14,6월,0.63
19,대관,15,6월,0.63
19,대관,16,6월,0.65
19,대관,17,6월,0.67
19,대관,18,6월,0.69
19,대관,19,6월,0.71
19,대관,20,6월,0.76
19,대관,21,6월,0.79
19,대관,22,6월,0.81
19,대관,23,6월,0.81
19,대관,24,6월,0.81
19,대관,1,7월,0.9
19,대관,2,7월,0.9
19,대관,3,7월,0.9
19,대관,4,7월,0.91
19,대관,5,7월,0.91
19,대관,6,7월,0.91
19,대관,7,7월,0.9
19,대관,8,7월,0.87
19,대관,9,7월,0.81
19,대관,10,7월,0.77
19,대관,11,7월,0.75
19,대관,12,7월,0.72
19,대관,13,7월,0.71
19,대관,14,7월,0.71
19,대관,15,7월,0.71
19,대관,16,7월,0.73
19,대관,17,7월,0.75
19,대관,18,7월,0.76
19,대관,19,7월,0.79
19,대관,20,7월,0.83
19,대관,21,7월,0.86
19,대관,22,7월,0.88
19,대관,23,7월,0.89
19,대관,24,7월,0.9
19,대관,1,8월,0.92
19,대관,2,8월,0.92
19,대관,3,8월,0.92
19,대관,4,8월,0.92
19,대관,5,8월,0.93
19,대관,6,8월,0.93
19,대관,7,8월,0.92
19,대관,8,8월,0.9
19,대관,9,8월,0.84
19,대관,10,8월,0.8
19,대관,11,8월,0.76
19,대관,12,8월,0.76
19,대관,13,8월,0.76
19,대관,14,8월,0.79
19,대관,15,8월,0.78
19,대관,16,8월,0.79
19,대관,17,8월,0.82
19,대관,18,8월,0.84
19,대관,19,8월,0.87
19,대관,20,8월,0.89
19,대관,21,8월,0.9
19,대관,22,8월,0.9
19,대관,23,8월,0.91
19,대관,24,8월,0.91
19,대관,1,9월,0.92
19,대관,2,9월,0.92
19,대관,3,9월,0.92
19,대관,4,9월,0.92
19,대관,5,9월,0.92
19,대관,6,9월,0.92
19,대관,7,9월,0.92
19,대관,8,9월,0.89
19,대관,9,9월,0.84
19,대관,10,9월,0.76
19,대관,11,9월,0.73
19,대관,12,9월,0.72
19,대관,13,9월,0.71
19,대관,14,9월,0.71
19,대관,15,9월,0.71
19,대관,16,9월,0.73
19,대관,17,9월,0.76
19,대관,18,9월,0.81
19,대관,19,9월,0.85
19,대관,20,9월,0.88
19,대관,21,9월,0.91
19,대관,22,9월,0.91
19,대관,23,9월,0.91
19,대관,24,9월,0.91
19,대관,1,10월,0.91
19,대관,2,10월,0.91
19,대관,3,10월,0.91
19,대관,4,10월,0.91
19,대관,5,10월,0.91
19,대관,6,10월,0.91
19,대관,7,10월,0.9
19,대관,8,10월,0.88
19,대관,9,10월,0.82
19,대관,10,10월,0.71
19,대관,11,10월,0.61
19,대관,12,10월,0.58
19,대관,13,10월,0.6
19,대관,14,10월,0.61
19,대관,15,10월,0.61
19,대관,16,10월,0.67
19,대관,17,10월,0.7
19,대관,18,10월,0.77
19,대관,19,10월,0.82
19,대관,20,10월,0.85
19,대관,21,10월,0.88
19,대관,22,10월,0.89
19,대관,23,10월,0.89
19,대관,24,10월,0.9
19,대관,1,11월,0.78
19,대관,2,11월,0.8
19,대관,3,11월,0.82
19,대관,4,11월,0.82
19,대관,5,11월,0.81
19,대관,6,11월,0.8
19,대관,7,11월,0.81
19,대관,8,11월,0.8
19,대관,9,11월,0.76
19,대관,10,11월,0.71
19,대관,11,11월,0.62
19,대관,12,11월,0.57
19,대관,13,11월,0.53
19,대관,14,11월,0.54
19,대관,15,11월,0.56
19,대관,16,11월,0.58
19,대관,17,11월,0.63
19,대관,18,11월,0.67
19,대관,19,11월,0.7
19,대관,20,11월,0.72
19,대관,21,11월,0.73
19,대관,22,11월,0.75
19,대관,23,11월,0.76
19,대관,24,11월,0.77
19,대관,1,12월,0.72
19,대관,2,12월,0.73
19,대관,3,12월,0.74
19,대관,4,12월,0.74
19,대관,5,12월,0.75
19,대관,6,12월,0.77
19,대관,7,12월,0.76
19,대관,8,12월,0.75
19,대관,9,12월,0.72
19,대관,10,12월,0.65
19,대관,11,12월,0.6
19,대관,12,12월,0.56
19,대관,13,12월,0.54
19,대관,14,12월,0.52
19,대관,15,12월,0.53
19,대관,16,12월,0.55
19,대관,17,12월,0.59
19,대관,18,12월,0.61
19,대관,19,12월,0.63
19,대관,20,12월,0.66
19,대관,21,12월,0.68
19,대관,22,12월,0.7
19,대관,23,12월,0.71
19,대관,24,12월,0.72
20,추풍,1,1월,0.66
20,추풍,2,1월,0.68
20,추풍,3,1월,0.7
20,추풍,4,1월,0.71
20,추풍,5,1월,0.72
20,추풍,6,1월,0.72
20,추풍,7,1월,0.72
20,추풍,8,1월,0.72
20,추풍,9,1월,0.68
20,추풍,10,1월,0.63
20,추풍,11,1월,0.57
20,추풍,12,1월,0.52
20,추풍,13,1월,0.47
20,추풍,14,1월,0.46
20,추풍,15,1월,0.46
20,추풍,16,1월,0.47
20,추풍,17,1월,0.49
20,추풍,18,1월,0.53
20,추풍,19,1월,0.55
20,추풍,20,1월,0.58
20,추풍,21,1월,0.6
20,추풍,22,1월,0.63
20,추풍,23,1월,0.64
20,추풍,24,1월,0.66
20,추풍,1,2월,0.63
20,추풍,2,2월,0.63
20,추풍,3,2월,0.66
20,추풍,4,2월,0.68
20,추풍,5,2월,0.68
20,추풍,6,2월,0.68
20,추풍,7,2월,0.69
20,추풍,8,2월,0.69
20,추풍,9,2월,0.65
20,추풍,10,2월,0.6
20,추풍,11,2월,0.56
20,추풍,12,2월,0.5
20,추풍,13,2월,0.46
20,추풍,14,2월,0.43
20,추풍,15,2월,0.42
20,추풍,16,2월,0.42
20,추풍,17,2월,0.44
20,추풍,18,2월,0.46
20,추풍,19,2월,0.49
20,추풍,20,2월,0.51
20,추풍,21,2월,0.55
20,추풍,22,2월,0.58
20,추풍,23,2월,0.61
20,추풍,24,2월,0.62
20,추풍,1,3월,0.57
20,추풍,2,3월,0.58
20,추풍,3,3월,0.6
20,추풍,4,3월,0.63
20,추풍,5,3월,0.65
20,추풍,6,3월,0.66
20,추풍,7,3월,0.68
20,추풍,8,3월,0.65
20,추풍,9,3월,0.57
20,추풍,10,3월,0.49
20,추풍,11,3월,0.43
20,추풍,12,3월,0.38
20,추풍,13,3월,0.36
20,추풍,14,3월,0.34
20,추풍,15,3월,0.33
20,추풍,16,3월,0.32
20,추풍,17,3월,0.32
20,추풍,18,3월,0.34
20,추풍,19,3월,0.38
20,추풍,20,3월,0.43
20,추풍,21,3월,0.46
20,추풍,22,3월,0.49
20,추풍,23,3월,0.51
20,추풍,24,3월,0.55
20,추풍,1,4월,0.62
20,추풍,2,4월,0.66
20,추풍,3,4월,0.7
20,추풍,4,4월,0.72
20,추풍,5,4월,0.74
20,추풍,6,4월,0.75
20,추풍,7,4월,0.75
20,추풍,8,4월,0.7
20,추풍,9,4월,0.59
20,추풍,10,4월,0.53
20,추풍,11,4월,0.48
20,추풍,12,4월,0.42
20,추풍,13,4월,0.39
20,추풍,14,4월,0.38
20,추풍,15,4월,0.36
20,추풍,16,4월,0.35
20,추풍,17,4월,0.35
20,추풍,18,4월,0.38
20,추풍,19,4월,0.41
20,추풍,20,4월,0.45
20,추풍,21,4월,0.49
20,추풍,22,4월,0.52
20,추풍,23,4월,0.56
20,추풍,24,4월,0.58
20,추풍,1,5월,0.72
20,추풍,2,5월,0.76
20,추풍,3,5월,0.77
20,추풍,4,5월,0.79
20,추풍,5,5월,0.82
20,추풍,6,5월,0.82
20,추풍,7,5월,0.78
20,추풍,8,5월,0.71
20,추풍,9,5월,0.63
20,추풍,10,5월,0.56
20,추풍,11,5월,0.48
20,추풍,12,5월,0.43
20,추풍,13,5월,0.39
20,추풍,14,5월,0.37
20,추풍,15,5월,0.36
20,추풍,16,5월,0.37
20,추풍,17,5월,0.39
20,추풍,18,5월,0.41
20,추풍,19,5월,0.46
20,추풍,20,5월,0.53
20,추풍,21,5월,0.58
20,추풍,22,5월,0.63
20,추풍,23,5월,0.66
20,추풍,24,5월,0.69
20,추풍,1,6월,0.82
20,추풍,2,6월,0.83
20,추풍,3,6월,0.86
20,추풍,4,6월,0.87
20,추풍,5,6월,0.87
20,추풍,6,6월,0.87
20,추풍,7,6월,0.84
20,추풍,8,6월,0.79
20,추풍,9,6월,0.74
20,추풍,10,6월,0.7
20,추풍,11,6월,0.66
20,추풍,12,6월,0.63
20,추풍,13,6월,0.6
20,추풍,14,6월,0.59
20,추풍,15,6월,0.57
20,추풍,16,6월,0.56
20,추풍,17,6월,0.58
20,추풍,18,6월,0.6
20,추풍,19,6월,0.65
20,추풍,20,6월,0.7
20,추풍,21,6월,0.74
20,추풍,22,6월,0.76
20,추풍,23,6월,0.78
20,추풍,24,6월,0.8
20,추풍,1,7월,0.9
20,추풍,2,7월,0.9
20,추풍,3,7월,0.91
20,추풍,4,7월,0.91
20,추풍,5,7월,0.92
20,추풍,6,7월,0.92
20,추풍,7,7월,0.9
20,추풍,8,7월,0.87
20,추풍,9,7월,0.83
20,추풍,10,7월,0.8
20,추풍,11,7월,0.77
20,추풍,12,7월,0.75
20,추풍,13,7월,0.72
20,추풍,14,7월,0.72
20,추풍,15,7월,0.72
20,추풍,16,7월,0.72
20,추풍,17,7월,0.74
20,추풍,18,7월,0.76
20,추풍,19,7월,0.79
20,추풍,20,7월,0.83
20,추풍,21,7월,0.85
20,추풍,22,7월,0.86
20,추풍,23,7월,0.88
20,추풍,24,7월,0.89
20,추풍,1,8월,0.84
20,추풍,2,8월,0.85
20,추풍,3,8월,0.85
20,추풍,4,8월,0.86
20,추풍,5,8월,0.86
20,추풍,6,8월,0.86
20,추풍,7,8월,0.85
20,추풍,8,8월,0.82
20,추풍,9,8월,0.77
20,추풍,10,8월,0.73
20,추풍,11,8월,0.69
20,추풍,12,8월,0.66
20,추풍,13,8월,0.65
20,추풍,14,8월,0.64
20,추풍,15,8월,0.64
20,추풍,16,8월,0.65
20,추풍,17,8월,0.67
20,추풍,18,8월,0.71
20,추풍,19,8월,0.75
20,추풍,20,8월,0.78
20,추풍,21,8월,0.8
20,추풍,22,8월,0.82
20,추풍,23,8월,0.83
20,추풍,24,8월,0.84
20,추풍,1,9월,0.87
20,추풍,2,9월,0.88
20,추풍,3,9월,0.88
20,추풍,4,9월,0.89
20,추풍,5,9월,0.9
20,추풍,6,9월,0.9
20,추풍,7,9월,0.9
20,추풍,8,9월,0.86
20,추풍,9,9월,0.79
20,추풍,10,9월,0.73
20,추풍,11,9월,0.68
20,추풍,12,9월,0.65
20,추풍,13,9월,0.62
20,추풍,14,9월,0.61
20,추풍,15,9월,0.59
20,추풍,16,9월,0.59
20,추풍,17,9월,0.62
20,추풍,18,9월,0.69
20,추풍,19,9월,0.77
20,추풍,20,9월,0.81
20,추풍,21,9월,0.84
20,추풍,22,9월,0.85
20,추풍,23,9월,0.86
20,추풍,24,9월,0.86
20,추풍,1,10월,0.84
20,추풍,2,10월,0.86
20,추풍,3,10월,0.87
20,추풍,4,10월,0.88
20,추풍,5,10월,0.89
20,추풍,6,10월,0.89
20,추풍,7,10월,0.89
20,추풍,8,10월,0.88
20,추풍,9,10월,0.8
20,추풍,10,10월,0.67
20,추풍,11,10월,0.61
20,추풍,12,10월,0.54
20,추풍,13,10월,0.51
20,추풍,14,10월,0.49
20,추풍,15,10월,0.49
20,추풍,16,10월,0.5
20,추풍,17,10월,0.56
20,추풍,18,10월,0.66
20,추풍,19,10월,0.72
20,추풍,20,10월,0.76
20,추풍,21,10월,0.79
20,추풍,22,10월,0.8
20,추풍,23,10월,0.8
20,추풍,24,10월,0.82
20,추풍,1,11월,0.78
20,추풍,2,11월,0.77
20,추풍,3,11월,0.78
20,추풍,4,11월,0.79
20,추풍,5,11월,0.8
20,추풍,6,11월,0.82
20,추풍,7,11월,0.83
20,추풍,8,11월,0.81
20,추풍,9,11월,0.75
20,추풍,10,11월,0.67
20,추풍,11,11월,0.6
20,추풍,12,11월,0.55
20,추풍,13,11월,0.52
20,추풍,14,11월,0.5
20,추풍,15,11월,0.5
20,추풍,16,11월,0.5
20,추풍,17,11월,0.55
20,추풍,18,11월,0.61
20,추풍,19,11월,0.65
20,추풍,20,11월,0.69
20,추풍,21,11월,0.71
20,추풍,22,11월,0.73
20,추풍,23,11월,0.74
20,추풍,24,11월,0.76
20,추풍,1,12월,0.72
20,추풍,2,12월,0.72
20,추풍,3,12월,0.72
20,추풍,4,12월,0.72
20,추풍,5,12월,0.73
20,추풍,6,12월,0.72
20,추풍,7,12월,0.74
20,추풍,8,12월,0.74
20,추풍,9,12월,0.72
20,추풍,10,12월,0.65
20,추풍,11,12월,0.59
20,추풍,12,12월,0.54
20,추풍,13,12월,0.52
20,추풍,14,12월,0.49
20,추풍,15,12월,0.48
20,추풍,16,12월,0.5
20,추풍,17,12월,0.54
20,추풍,18,12월,0.58
20,추풍,19,12월,0.61
20,추풍,20,12월,0.63
20,추풍,21,12월,0.66
20,추풍,22,12월,0.68
20,추풍,23,12월,0.69
20,추풍,24,12월,0.71
